"Proteins","Start.position","End.position","Intensity","Intensity.ST168.THF.A","Intensity.ST168.THF.O","Intensity.ST169.DMSO.A","Intensity.ST169.DMSO.O","Intensity.ST170.But.A","Intensity.ST170.But.O","Reverse","Potential.contaminant"
"Q6Q547",1,12,12238000,0,0,12238000,0,0,0,"",""
"Q08951",835,855,18052000,5181600,0,12870000,0,0,0,"",""
"P05373",1,28,737400000,65036000,0,28226000,592590000,51546000,0,"",""
"Q12460",296,314,4471300000,560490000,108470000,321950000,2.037e+09,549010000,894300000,"",""
"P32770",1,18,8357000,0,0,8357000,0,0,0,"",""
"P22936",259,288,84661000,18569000,0,32987000,0,33105000,0,"",""
"P00447",90,98,35102000,0,0,34722000,0,0,380400,"",""
"P38861",210,221,334620000,0,82136000,31077000,121340000,18657000,81414000,"",""
"P40516",78,90,13984000,0,0,0,0,0,13984000,"",""
"Q02776",412,419,8828800,3811700,0,2678800,0,2338300,0,"",""
"P06169",535,554,2.1169e+11,3.0079e+10,1.6202e+10,2.258e+09,8.3493e+10,7373200000,7.2286e+10,"",""
"P22276",958,965,3368300,0,0,3368300,0,0,0,"",""
"Q99394",210,223,255590000,0,166100000,0,89489000,0,0,"",""
"P27472",474,497,173710000,0,173710000,0,0,0,0,"",""
"P38777",175,190,135930000,28517000,0,56718000,0,43305000,7392500,"",""
"Q12331",1,25,8250500,8250500,0,0,0,0,0,"",""
"P43561",42,58,2791400,0,0,2791400,0,0,0,"",""
"P40005",55,75,6267200,0,0,0,0,0,6267200,"",""
"Q04739",187,203,66945000,0,0,0,37584000,0,29361000,"",""
"O13563",125,146,5454900,0,0,5454900,0,0,0,"",""
"P17649",359,372,5807400,0,0,0,0,5807400,0,"",""
"P07806",674,680,18798000,0,3289000,0,1502300,0,14007000,"",""
"Q12040",172,178,2390100,0,0,0,0,0,2390100,"",""
"P22139",49,59,89314000,0,0,26223000,8994300,54097000,0,"",""
"P53123",1,7,27537000,0,0,0,0,0,27537000,"",""
"P25361",1,12,301380000,0,76197000,0,98434000,0,126750000,"",""
"P07149",1359,1388,1.2561e+10,1049100000,571700000,0,6991900000,1108300000,2839500000,"",""
"P47103",1,20,75835000,0,0,0,65051000,0,10784000,"",""
"P36013",563,578,116750000,0,116750000,0,0,0,0,"",""
"Q92317",18,31,10641000,0,0,0,0,0,10641000,"",""
"P38339",353,388,8763900,2867400,0,5896500,0,0,0,"",""
"Q06497",234,247,12425000,0,0,0,12425000,0,0,"",""
"P07284",319,328,445270000,143590000,2308100,168570000,0,126080000,4718800,"",""
"P38249",672,679,45424000,0,0,19187000,0,26237000,0,"",""
"Q12122",272,281,72978000,32252000,1737600,34686000,1198300,0,3104400,"",""
"P40413",414,421,41840000,0,0,34477000,0,7363200,0,"",""
"P21264",17,24,42845000,12151000,0,30693000,0,0,0,"",""
"P21264",17,28,130180000,13854000,0,20650000,37102000,28258000,30311000,"",""
"Q08746",132,144,31887000,8584800,0,22696000,0,0,605370,"",""
"Q03010",133,144,8100600,0,0,0,0,8100600,0,"",""
"Q05506",367,387,1597600000,0,1249700000,51663000,0,0,296190000,"",""
"P25037",746,768,4098500,0,0,4098500,0,0,0,"",""
"P05453",498,508,30638000,13085000,0,0,0,17554000,0,"",""
"P09950",197,217,63108000,0,0,0,63108000,0,0,"",""
"P17255",940,959,3381300000,354520000,229440000,1463300000,211200000,1080300000,42550000,"",""
"P0CS90",151,164,775510000,202620000,1233200,312290000,0,259360000,0,"",""
"P22202",125,138,13047000,0,0,13047000,0,0,0,"",""
"P22202",125,153,31800000,0,0,31800000,0,0,0,"",""
"P19414",361,375,37488000,37488000,0,0,0,0,0,"",""
"P38351",351,377,20134000,0,0,0,0,20134000,0,"",""
"P41940",1,13,21048000,21048000,0,0,0,0,0,"",""
"P46984",1,16,0,0,0,0,0,0,0,"",""
"P23776",243,256,13198000,0,0,13198000,0,0,0,"",""
"P19097",1,27,7410300000,0,2821600000,0,1739300000,0,2849400000,"",""
"P18963",1794,1803,6944100,4140200,0,1641800,0,1162000,0,"",""
"P13188",403,421,173530000,53511000,4519000,100600000,14900000,0,0,"",""
"P38986",1,35,8575200,0,0,8575200,0,0,0,"",""
"P38628",1,10,9940900,0,0,9940900,0,0,0,"",""
"P04449",1,12,1.564e+09,482300000,5853400,564090000,0,497380000,14383000,"",""
"P24000",1,12,1045400000,356810000,0,3.21e+08,0,363390000,4217000,"",""
"P38972",827,853,934640000,184700000,0,369780000,146820000,233340000,0,"",""
"P05319",1,21,99487000,58603000,0,40884000,0,0,0,"",""
"P02400",1,24,79409000,0,0,26927000,21391000,0,31091000,"",""
"Q12207",1,33,21764000,0,12280000,0,0,0,9484200,"",""
"P32895",111,153,2245300000,0,1953400000,0,291920000,0,0,"",""
"P32565",539,548,64020000,0,0,33805000,0,30215000,0,"",""
"P12709",433,449,341910000,0,193970000,22088000,0,0,125850000,"",""
"P12709",433,455,6858600000,1596400000,376570000,1.501e+09,2360200000,124230000,900200000,"",""
"P12709",433,467,2.216e+10,2046400000,758300000,535790000,1.5725e+10,1472800000,1.621e+09,"",""
"P38630",558,570,8913900,0,0,0,0,8913900,0,"",""
"P07284",1,11,528840000,148560000,15790000,198750000,0,165740000,0,"",""
"P07284",1,19,66233000,5806600,0,5975800,0,31160000,23290000,"",""
"P15180",447,477,570610000,0,0,0,2.57e+08,0,313610000,"",""
"P32843",660,668,24149000,0,2250500,1968400,9044600,0,10886000,"",""
"P07259",1101,1113,327160000,83104000,3207500,126560000,0,109140000,5146500,"",""
"P17423",136,145,48778000,13302000,2096800,28307000,0,0,5073200,"",""
"Q03195",159,165,14007000,0,0,14007000,0,0,0,"",""
"P33775",799,809,31499000,0,0,31499000,0,0,0,"",""
"P32892",390,410,18755000,0,0,0,0,18755000,0,"",""
"P38791",193,202,9146300,0,0,9146300,0,0,0,"",""
"P38791",193,203,66097000,32132000,0,17583000,0,16383000,0,"",""
"P53622",1065,1074,69179000,0,7442300,23816000,0,16031000,21890000,"",""
"P47119",107,114,561310,0,0,0,561310,0,0,"",""
"P47037",131,150,1690500,0,0,1690500,0,0,0,"",""
"P38203",1,8,114210000,0,107460000,6746400,0,0,0,"",""
"P47017",63,69,83289000,0,21933000,5044600,19143000,1971500,35197000,"",""
"",NA,NA,128400000,0,0,128400000,0,0,0,"+",""
"Q05788",229,247,31289000,0,0,0,31289000,0,0,"",""
"P53199",296,307,21225000,21225000,0,0,0,0,0,"",""
"Q05031",324,336,22431000,0,0,0,0,0,22431000,"",""
"P25370",223,231,4072400,4072400,0,0,0,0,0,"",""
"P53731",1,13,15839000,0,0,0,12611000,0,3227300,"",""
"P15646",232,251,765600000,150120000,0,150530000,141820000,214490000,108650000,"",""
"P40413",392,399,776650,0,0,0,776650,0,0,"",""
"P33202",1346,1360,54183000,0,54183000,0,0,0,0,"",""
"Q07505",1,19,170080000,0,0,97938000,0,72145000,0,"",""
"P32657",538,550,6993800,0,0,6993800,0,0,0,"",""
"P06782",286,294,24931000,0,1442300,8824500,9785500,0,4878500,"",""
"P39109",287,294,3652900,0,3652900,0,0,0,0,"",""
"P53617",126,133,4478700,0,0,2757800,0,1720900,0,"",""
"P39077",47,66,2390400000,66670000,1109600000,0,268260000,0,945880000,"",""
"P38759",1,14,15320000,0,0,0,8978000,0,6341700,"",""
"P25655",1761,1768,19549000,0,19549000,0,0,0,0,"",""
"P40089",71,86,338830000,0,0,38733000,107270000,50823000,142010000,"",""
"P22082",293,302,3913400,0,0,0,0,0,3913400,"",""
"Q08745",1,10,54783000,0,0,54783000,0,0,0,"",""
"P00958",702,709,1.14e+08,0,1194900,52029000,0,56773000,4003900,"",""
"P54860",680,708,1126500000,0,411910000,0,195640000,0,5.19e+08,"",""
"P39986",685,692,7324300,5140000,0,0,0,2184400,0,"",""
"P07244",1,12,1102500000,47127000,19231000,61796000,421490000,56925000,495910000,"",""
"P38687",534,564,172260000,0,0,0,172260000,0,0,"",""
"Q10740",40,48,4134200,0,0,0,1135800,0,2998400,"",""
"P40070",1,11,299680000,0,141940000,0,0,0,157740000,"",""
"Q01329",547,563,3982000,0,0,3982000,0,0,0,"",""
"Q03262",1,22,478280000,30988000,92330000,0,354960000,0,0,"",""
"P13433",1,7,0,0,0,0,0,0,0,"",""
"P41805",102,110,981070000,298700000,22013000,403140000,968150,248980000,7265200,"",""
"Q04062",307,315,17035000,0,0,17035000,0,0,0,"",""
"Q05506",478,495,318100000,138080000,0,30895000,8421000,140700000,0,"",""
"P53218",91,100,14892000,0,0,0,5472800,0,9419200,"",""
"P38426",808,829,210700000,0,75794000,0,69833000,0,65073000,"",""
"P00937",369,376,2015900,0,0,0,0,0,2015900,"",""
"P38166",200,210,5326800,0,0,3694700,0,1632100,0,"",""
"Q00955",2219,2227,4714400,4714400,0,0,0,0,0,"",""
"P32335",185,198,96276000,5898600,0,9317700,50499000,0,30560000,"",""
"P12385",48,60,185580000,46964000,0,75620000,0,62996000,0,"",""
"P12612",52,81,2443400000,172360000,601380000,0,863910000,148160000,657590000,"",""
"P39079",45,54,58840000,0,0,28994000,0,29846000,0,"",""
"P40482",168,183,161190000,0,0,76309000,27102000,51231000,6551600,"",""
"Q12156",108,118,14733000,0,6085800,0,0,0,8647300,"",""
"P32469",1,12,563210000,0,202380000,0,110110000,0,250710000,"",""
"P00899",486,507,84780000,39857000,0,0,0,44923000,0,"",""
"P14020",146,166,39640000,0,0,0,39640000,0,0,"",""
"P02557",163,174,140740000,26370000,4135300,52514000,8043500,37926000,11747000,"",""
"P49095",840,863,66815000,0,0,0,66815000,0,0,"",""
"P43555",1,8,0,0,0,0,0,0,0,"",""
"P36041",480,492,20895000,0,0,0,19629000,0,1266000,"",""
"P41834",1,10,0,0,0,0,0,0,0,"",""
"P20434",57,71,31612000,0,0,16075000,0,15537000,0,"",""
"Q12118",276,288,28335000,0,0,4207000,0,24128000,0,"",""
"P39002",99,114,12134000,0,0,0,12134000,0,0,"",""
"P13185",468,490,2390900,0,0,2390900,0,0,0,"",""
"P41814",1,16,166660000,0,123930000,0,0,0,42731000,"",""
"P25631",1,22,743940000,0,292110000,0,40379000,0,411440000,"",""
"P25349",50,65,65308000,30363000,0,11305000,0,23640000,0,"",""
"P07347",100,122,62989000,12213000,0,30554000,0,20222000,0,"",""
"P39524",1,10,1157700,0,0,1157700,0,0,0,"",""
"P31539",1,10,23928000,0,0,5980400,0,16218000,1729400,"",""
"P38820",1,17,3482600,3482600,0,0,0,0,0,"",""
"P38820",1,24,77248000,0,0,0,77248000,0,0,"",""
"P29478",228,246,8607100,0,0,0,8607100,0,0,"",""
"P42943",1,14,117800000,45249000,0,28316000,0,44235000,0,"",""
"P00549",50,61,7912200000,1955900000,29468000,3578300000,0,2310600000,37931000,"",""
"P48567",1,21,0,0,0,0,0,0,0,"",""
"P34217",469,506,36449000,0,0,36449000,0,0,0,"",""
"P39706",1,13,99339000,0,49040000,0,31022000,0,19278000,"",""
"P42846",131,154,18142000,0,0,18142000,0,0,0,"",""
"P36103",1,20,38446000,0,0,0,0,0,38446000,"",""
"P38932",1,13,44876000,0,0,0,44876000,0,0,"",""
"P12383",337,359,4140400,0,0,4140400,0,0,0,"",""
"Q01477",1,17,7472700,0,0,7472700,0,0,0,"",""
"Q02875",1,15,18765000,0,0,0,0,0,18765000,"",""
"P30657",140,161,198930000,0,198930000,0,0,0,0,"",""
"P38264",1,19,444080000,0,120250000,0,121130000,0,202700000,"",""
"P23254",50,60,962780000,242070000,11419000,400400000,888050,293030000,14965000,"",""
"P23254",50,62,86633000,0,0,46318000,0,40315000,0,"",""
"P36104",121,138,6484900,0,0,6484900,0,0,0,"",""
"P14306",1,17,51287000,0,0,0,0,51287000,0,"",""
"P53633",1,12,178210000,0,3091400,31836000,83759000,41614000,17907000,"",""
"P40989",312,322,2147800,0,0,0,0,0,2147800,"",""
"P16649",45,56,57450000,11496000,0,31297000,0,14657000,0,"",""
"Q07938",1,12,8594400,0,0,0,8594400,0,0,"",""
"P38063",1,15,4460700,0,0,0,0,4460700,0,"",""
"P01123",1,10,61552000,0,0,27342000,0,34210000,0,"",""
"P25358",1,15,111230000,60856000,0,27404000,0,22969000,0,"",""
"Q04322",1,11,0,0,0,0,0,0,0,"",""
"P38355",225,238,3363200,0,0,0,0,3363200,0,"",""
"P53066",1,17,66409000,0,0,62443000,0,3965700,0,"",""
"Q06078",731,741,16839000,4082800,0,7257200,0,5499100,0,"",""
"Q03262",71,88,0,0,0,0,0,0,0,"",""
"P17629",153,171,8356500,0,0,8356500,0,0,0,"",""
"P38080",568,595,14475000,7104400,0,0,0,7370900,0,"",""
"P53962",340,362,12907000,12907000,0,0,0,0,0,"",""
"P33330",331,338,43182000,0,0,0,0,33924000,9258300,"",""
"P53217",161,172,6859700,3118700,0,3740900,0,0,0,"",""
"Q05506",186,194,33527000,33527000,0,0,0,0,0,"",""
"P48415",1862,1885,3781200,0,0,3781200,0,0,0,"",""
"P32495",24,37,2674200,0,0,0,2674200,0,0,"",""
"Q05911",1,14,26598000,0,0,14182000,0,12416000,0,"",""
"P16521",168,183,3207600000,378830000,630260000,0,1706300000,0,492150000,"",""
"P16521",168,184,2.0829e+10,2255600000,651720000,1383300000,1.0724e+10,1926500000,3887700000,"",""
"Q06685",755,763,847460,0,847460,0,0,0,0,"",""
"P36029",1,12,38278000,38278000,0,0,0,0,0,"",""
"P01123",145,167,2156400000,114510000,664870000,0,749220000,27059000,600750000,"",""
"P19097",237,247,136860000,0,3248300,0,80483000,0,53128000,"",""
"Q12154",314,322,9213200,0,0,0,1475700,0,7737500,"",""
"Q04080",328,347,10741000,0,0,0,0,10741000,0,"",""
"P12868",853,860,32216000,2021300,0,1358300,13411000,0,15425000,"",""
"P08417",66,78,1008900000,11033000,452930000,0,334780000,0,210130000,"",""
"P08417",66,79,108770000,0,0,0,60399000,0,48370000,"",""
"P16861",536,543,618760000,0,0,289280000,3556700,325920000,0,"",""
"P38715",13,22,102110000,24388000,7585800,33705000,0,0,36427000,"",""
"P48015",390,399,11837000,0,0,0,0,11837000,0,"",""
"Q04894",62,73,242680000,0,0,107700000,28443000,104070000,2467500,"",""
"P27616",280,287,305370000,130160000,3164000,0,0,164920000,7127800,"",""
"P38013",33,41,1438300000,550610000,6942100,460230000,860920,419610000,0,"",""
"P52488",1,18,2195500,0,0,0,2195500,0,0,"",""
"P29952",56,64,38277000,13372000,0,12950000,0,11955000,0,"",""
"Q12063",1,10,898020,0,0,0,0,0,898020,"",""
"Q08742",65,85,4518300,4518300,0,0,0,0,0,"",""
"Q08742",65,89,47089000,0,0,0,4687400,42401000,0,"",""
"P39692",1,14,13480000,13480000,0,0,0,0,0,"",""
"P39077",1,14,12292000,0,0,0,0,0,12292000,"",""
"P36049",91,101,0,0,0,0,0,0,0,"",""
"Q12118",107,116,2276300,0,0,0,0,2276300,0,"",""
"P43535",648,656,368860,0,0,0,0,0,368860,"",""
"P32332",50,62,2344400,0,0,1971700,0,0,372700,"",""
"Q12010",1,10,60650000,9313300,0,0,24095000,20605000,6637200,"",""
"P53622",723,730,54903000,10458000,0,33851000,0,9791800,802140,"",""
"P53011",1,22,28592000,0,0,28592000,0,0,0,"",""
"P40528",326,345,0,0,0,0,0,0,0,"",""
"P08566",530,543,135930000,0,0,58961000,35524000,41441000,0,"",""
"P16861",1,13,511610000,155750000,3664200,233350000,0,115260000,3583700,"",""
"P09436",827,835,356110000,86163000,0,0,0,264370000,5574200,"",""
"P53174",1,11,765510,765510,0,0,0,0,0,"",""
"P22515",34,45,620230000,99686000,5270800,122020000,157180000,160650000,75429000,"",""
"P40327",409,417,20375000,0,0,20375000,0,0,0,"",""
"Q8TGQ8",1,7,11047000,11047000,0,0,0,0,0,"",""
"Q12675",395,418,16329000,0,0,11460000,0,4869200,0,"",""
"Q03558",378,394,1264600000,379350000,13127000,440220000,3272400,409630000,18954000,"",""
"Q03558",378,400,16074000,0,0,16074000,0,0,0,"",""
"P0C0W9",1,13,0,0,0,0,0,0,0,"",""
"P33421",1,12,0,0,0,0,0,0,0,"",""
"P06169",128,151,3.2409e+10,1.0044e+10,3498400000,1306700000,7729100000,8990400000,840430000,"",""
"P36148",1,23,13993000,10021000,0,0,3971800,0,0,"",""
"Q12109",296,312,43693000,9366100,0,20247000,0,14080000,0,"",""
"P36421",228,236,4415100,4415100,0,0,0,0,0,"",""
"P36421",228,244,20038000,0,0,9344900,0,10693000,0,"",""
"P21264",446,455,9223700,3217800,0,3456900,0,2548900,0,"",""
"P53549",382,392,24271000,0,0,10639000,0,13633000,0,"",""
"P42936",1,11,16789000,0,0,0,0,16789000,0,"",""
"P39743",85,107,155970000,69400000,1473300,66343000,0,17656000,1101000,"",""
"Q07551",96,110,168190000,47919000,0,56877000,0,63392000,0,"",""
"Q04066",130,145,105210000,0,95100000,0,0,0,10109000,"",""
"P14743",1,8,9145700,9145700,0,0,0,0,0,"",""
"P47165",144,158,73848000,8767600,10760000,0,45272000,0,9048600,"",""
"Q08245",1,7,99545,0,99545,0,0,0,0,"",""
"Q03705",32,45,5542300,0,0,0,0,5542300,0,"",""
"P39101",284,297,86707000,31921000,654260,37103000,0,17028000,0,"",""
"P36016",176,189,45454000,19657000,0,10015000,0,15782000,0,"",""
"P40856",1,20,0,0,0,0,0,0,0,"",""
"P20133",1,11,0,0,0,0,0,0,0,"",""
"P38074",1,13,3097300,0,0,0,0,3097300,0,"",""
"P38817",36,56,61214000,0,0,0,0,61214000,0,"",""
"P33298",360,374,165530000,70868000,10423000,0,0,0,84239000,"",""
"Q04217",902,910,19315000,0,0,0,0,0,19315000,"",""
"Q12499",139,149,126670000,50682000,0,36317000,0,38426000,1243900,"",""
"P15624",324,332,19715000,0,0,6726800,0,12988000,0,"",""
"P34240",177,185,78173000,0,0,9928200,30722000,5012200,32511000,"",""
"Q12263",501,508,30522000,0,0,30522000,0,0,0,"",""
"P11075",975,995,31844000,0,0,31844000,0,0,0,"",""
"P07264",230,242,85699000,4472400,0,49779000,0,30862000,585870,"",""
"P39966",34,49,23900000,0,0,23900000,0,0,0,"",""
"P09436",675,687,330560000,65143000,2391700,148270000,0,114750000,0,"",""
"P32191",519,530,5682000,0,0,5682000,0,0,0,"",""
"P38631",200,222,16481000,0,0,0,16481000,0,0,"",""
"P38631",200,223,315890000,100100000,0,86475000,0,129320000,0,"",""
"P40989",219,242,4203400,0,0,0,4203400,0,0,"",""
"Q06685",1046,1063,11830000,0,0,11830000,0,0,0,"",""
"P38628",461,476,12438000,0,0,12438000,0,0,0,"",""
"P40850",502,516,136510000,5370900,0,0,85039000,0,46098000,"",""
"P22138",175,201,113310000,0,0,0,113310000,0,0,"",""
"P53893",928,940,15052000,5130900,0,9921500,0,0,0,"",""
"Q06151",1,13,4024200,0,0,0,0,0,4024200,"",""
"Q9URQ5",1,22,1394200,0,1394200,0,0,0,0,"",""
"Q12250",1,11,5707200,0,0,0,0,5707200,0,"",""
"P54113",311,330,373070000,95973000,0,0,277100000,0,0,"",""
"P38009",311,330,6379700000,1.504e+09,270960000,646790000,2114500000,855920000,987490000,"",""
"P04807",304,315,2592500000,604440000,30492000,696970000,0,1233500000,27100000,"",""
"P46682",147,159,10525000,0,0,0,10525000,0,0,"",""
"P36010",1,19,114160000,0,0,114160000,0,0,0,"",""
"P07253",1,12,3000300,0,0,0,0,3000300,0,"",""
"P35724",1,8,544200,0,0,544200,0,0,0,"",""
"Q12234",43,69,10334000,0,0,0,0,10334000,0,"",""
"P38698",291,309,15288000,0,0,15288000,0,0,0,"",""
"P10964",1613,1624,18931000,0,0,0,0,18931000,0,"",""
"P39007",632,649,44488000,17527000,0,0,0,26961000,0,"",""
"Q00955",570,588,25191000,0,0,16492000,0,8699200,0,"",""
"P04801",609,620,299530000,55347000,0,114530000,0,129240000,412560,"",""
"P38694",413,419,5587500,0,0,5587500,0,0,0,"",""
"Q07825",437,453,9001300,0,0,0,0,9001300,0,"",""
"P38707",433,445,1874900000,212770000,127440000,122770000,485130000,134180000,792560000,"",""
"Q08972",814,841,59693000,34445000,0,12987000,0,12261000,0,"",""
"P22146",210,222,138330000,28636000,0,56748000,0,51121000,1824500,"",""
"P22146",210,236,11934000,0,11934000,0,0,0,0,"",""
"P25515",1,34,1353100,0,1353100,0,0,0,0,"",""
"P25340",204,221,74523000,0,0,11087000,50333000,13103000,0,"",""
"P38710",1,19,0,0,0,0,0,0,0,"",""
"Q08925",299,314,34650000,13654000,0,0,0,20996000,0,"",""
"P22138",958,970,456010000,0,109690000,0,177760000,0,168570000,"",""
"P25605",121,136,159340000,35925000,2231500,62654000,0,56677000,1849400,"",""
"P32074",21,39,2477500,0,0,0,0,2477500,0,"",""
"P32610",13,19,8548500,0,0,6847000,0,0,1701400,"",""
"P06785",1,8,459230,0,459230,0,0,0,0,"",""
"Q06053",60,71,0,0,0,0,0,0,0,"",""
"P16521",971,987,2369600000,503770000,6705600,994630000,605260,856260000,7593600,"",""
"P38972",165,197,1752500000,352130000,0,0,887900000,338720000,173780000,"",""
"P04806",304,315,588970000,154160000,8743800,189400000,52998000,162890000,20767000,"",""
"P33297",368,381,35924000,14817000,0,21107000,0,0,0,"",""
"P23254",246,268,42437000,22967000,0,19471000,0,0,0,"",""
"P23254",246,273,760920000,146970000,0,319260000,0,294700000,0,"",""
"P08518",1021,1033,1000200000,38983000,63814000,116990000,239510000,129740000,411160000,"",""
"P22276",953,965,0,0,0,0,0,0,0,"",""
"P06105",637,648,143680000,0,5091800,0,0,138590000,0,"",""
"P38137",488,499,60575000,22503000,0,18302000,0,19769000,0,"",""
"P16521",852,859,478040000,231950000,6059400,45933000,2553300,180600000,10947000,"",""
"P16521",852,872,10858000,0,0,0,0,10858000,0,"",""
"P34760",1,14,5791600,0,0,0,0,0,5791600,"",""
"P04050",146,164,45385000,0,645480,28629000,0,16110000,0,"",""
"P38791",127,144,403350000,97910000,820640,150330000,17705000,130270000,6320900,"",""
"P28274",497,511,70927000,5047400,0,65880000,0,0,0,"",""
"P28274",497,517,15125000,15125000,0,0,0,0,0,"",""
"P32875",266,293,37693000,0,0,0,0,0,37693000,"",""
"P43616",63,87,4386800000,59709000,1.517e+09,0,908070000,0,1.902e+09,"",""
"P38088",353,365,341290000,123470000,10458000,187340000,0,0,20028000,"",""
"P11353",227,244,1029600000,132800000,181030000,50574000,366630000,62738000,235780000,"",""
"P16474",561,567,1745700,0,0,0,0,1745700,0,"",""
"P16474",561,576,196990000,60739000,0,73690000,0,62561000,0,"",""
"Q08965",496,511,14963000,0,0,6356400,0,8606700,0,"",""
"P06103",351,363,145020000,18137000,0,93625000,0,33257000,0,"",""
"P37296",67,77,33750000,0,0,0,0,33750000,0,"",""
"Q05933",17,29,550660000,37590000,0,34837000,157290000,65180000,255770000,"",""
"P32860",96,112,4986100,0,0,4986100,0,0,0,"",""
"P09440",618,645,319110000,67464000,0,90535000,0,146760000,14350000,"",""
"P06105",785,796,501740000,116900000,0,196250000,0,188060000,523740,"",""
"P32191",326,344,25982000,0,0,0,0,0,25982000,"",""
"P53759",176,190,10594000,0,0,0,10594000,0,0,"",""
"P07170",9,19,1604900000,145740000,21443000,368310000,555410000,351700000,162340000,"",""
"P53039",90,96,99808000,0,14490000,0,32366000,0,52953000,"",""
"P32657",697,706,23223000,0,0,0,0,0,23223000,"",""
"P00815",1,18,84427000,0,52186000,0,0,0,32241000,"",""
"P12383",694,704,0,0,0,0,0,0,0,"",""
"P43561",350,358,724450,0,0,0,0,0,724450,"",""
"Q12034",317,334,14676000,0,0,0,0,0,14676000,"",""
"Q12125",1,12,5758400,5758400,0,0,0,0,0,"",""
"P38764",775,791,28294000,0,0,0,17871000,0,10424000,"",""
"P32324",385,393,51125000,16689000,0,34436000,0,0,0,"",""
"Q12211",364,373,1091900,0,0,0,0,0,1091900,"",""
"P17695",35,45,5862000,3952500,0,0,0,1909500,0,"",""
"P13188",309,319,93785000,15909000,0,35338000,15585000,9605200,17347000,"",""
"P11412",87,105,44284000,14677000,520390,14176000,0,14910000,0,"",""
"P13663",337,362,3319900000,0,1763800000,228260000,0,0,1327800000,"",""
"P38624",194,204,123300000,27273000,0,44114000,2914200,43561000,5435200,"",""
